土地位置,用途,土地面积(平方米),建筑规模(平方米)/容积率,起始价(万元),竞得单位,竞得时间,成交价(万元),出让方式
巴南区李家沱-鱼洞组团Q标准分区Q19-2/02、Q21-1/01、Q21-2/02、Q21-3/02号宗地,二类居住用地,138364,≤308271（总建筑面积）,70320,荣盛房地产发展股份有限公司,2016年12月7日,88000,拍卖
巴南区李家沱组团L分区L1-1/04、L1-3/04、L2-1/03、L3-1/03、L4-1/03、L5-1/03、L6-1/03号宗地,文化设施用地、二类居住用地、商业用地,280043,≤539057,117232,荣盛房地产发展股份有限公司,2016年12月7日,117232,挂牌
沙坪坝区西永组团J标准分区J12-01/02号宗地,加油站用地,5508,按规划要求,2358,中国石油天然气股份有限公司重庆销售分公司,2016年12月7日,2358,挂牌
两江新区礼嘉组团A标准分区A29-3/05、A29-4/05、A37-2/05、A37-5-1/05、A37-6-1/05、A39-1/05、A49-5/05（西侧部分）号宗地,二类居住用地、商业用地、商务用地、娱乐康体用地,221130,≤601589,205177,重庆华宇集团有限公司,2016年12月23日,444000,拍卖
两江新区礼嘉组团A标准分区A37-4/05、A40-1/05、A40-4/05、A49-5/05（东侧部分）、A57-2/05、A58-1/05号宗地,二类居住用地、商业用地、商务用地、娱乐康体用地,221522,≤567430,206972,重庆龙湖地产发展有限公司,2016年12月23日,422000,拍卖
两江新区龙兴组团L分区L4-1/01号宗地,二类工业用地,28577,≥1.0,1149,重庆渝翔航空飞行培训有限责任公司,2016年12月20日,1149,挂牌
巴南区木洞麻柳功能区组团A分区A12-4/03号宗地,二类工业用地,66055,≥0.7,2248,重庆南松凯博生物制药有限公司,2016年12月20日,2248,挂牌
两江新区悦来组团C分区C39-3/05、C41/05、C45-1/05、C45-3/05、C46/05、C48/05、C50/05、C51/05、C57-1/05、C58-1/05号宗地,二类居住用地、服务设施用地、商业用地、娱乐康体用地,207435,≤318249,148317,重庆融创基业房地产开发有限公司,2016年12月20日,182000,拍卖
两江新区悦来组团C分区C27/05、C28-2/05、C29-2/05、C30-2/05、C31/05、C32/06、C37-1/07、C38/06、C39-1/06、C43-2/06、C70-1/05号宗地,二类居住用地、服务设施用地、商业用地,224265,≤553604,183078,北京城建重庆地产有限公司,2016年12月20日,298000,拍卖
沙坪坝区大杨石组团A分区A10/03号宗地,商业用地、商务用地,36628,≤100000,20100,大连万达商业地产股份有限公司,2016年12月20日,20100,挂牌
巴南区界石组团T分区T04-7/02号宗地,二类工业用地,36622,≥1.0,11872,重庆曙光宇特建设发展有限公司,2016年12月14日,11872,挂牌
巴南区界石组团S分区S25/02号宗地,二类工业用地,78599,≥1.0,3539,重庆盈金园实业发展有限公司,2016年12月14日,3539,挂牌
巴南区南彭组团A分区A3-2/04号宗地,二类工业用地,91933,≥0.7,4599,重庆市南方阻燃电线电缆有限公司,2016年12月14日,4599,挂牌
沙坪坝区西永组团S标准分区S8-2/01(部分)号宗地,二类工业用地,28312,≥0.7,1352,中国兵工物资西南有限公司,2016年12月14日,1352,挂牌
沙坪坝区西永组团J标准分区J13-01/02、J13-03/02、J14-01/02、J14-02/02、J15-01/02（部分）号宗地,物流仓储用地,226887,≤1.5,17017,重庆铁路口岸物流开发有限责任公司,2016年12月14日,17017,挂牌
北碚区蔡家组团M分区M52-01/05、M35-01/05、M44-01/04、M50/04号宗地,二类居住用地,177239,≤403708,59034,重庆金科汇茂房地产开发有限公司,2016年12月14日,59034,拍卖
北碚区蔡家组团M分区M14/03、M15-01/04、M36-02/04、M04-01-1/04、M04-01-2/04号宗地,二类居住用地,195027,≤422818,62104,万科（重庆）房地产有限公司,2016年12月14日,62104,拍卖
沙坪坝区西永组团AH标准分区AH15-01/01号宗地,中小学用地,187006,按规划要求,22254,重庆沙坪坝教育投资有限责任公司,2016年12月14日,22254,挂牌
大渡口区大渡口组团T分区T05-1号宗地,B1B3R2（商业用地、娱乐康体用地、二类居住用地）,145869,≤233390,30704,重庆小南海水泥厂,2016年12月14日,30704,挂牌
渝北区两路组团G分区G45-1-2/02号宗地,商业用地、商务用地,8035,≤16070,4764,重庆华星锦业汽车销售服务有限公司、重庆北部农业开发,2016年12月12日,4764,挂牌
两江新区大竹林组团G标准分区G13-5-4/04号宗地,二类居住用地,63835,≤95753,45960,万科（重庆）房地产有限公司,2016年12月12日,67500,拍卖
巴南区李家沱组团V分区V6-1/03、V6-4/03号宗地,二类居住用地,153710,≤353533,63992,恒大地产集团重庆有限公司,2016年12月8日,68500,拍卖
巴南区李家沱组团V分区V5-1/04、V5-2/04号宗地,二类居住用地,99713,≤229340,41363,恒大地产集团重庆有限公司,2016年12月8日,44500,拍卖
巴南区木洞组团C分区C16-1/03号宗地,二类工业用地,76740,≥0.7,2765,重庆博唯佰泰生物制药有限公司,2016年11月28日,2765,挂牌
两江新区龙兴组团C分区C12-3/01、C13-4/01号宗地,中小学用地,123435,按规划要求,6863,重庆瀚灏教育科技有限责任公司,2016年11月28日,6863,挂牌
两江新区鱼嘴组团J标准分区J36/01（部分二）号宗地,二类工业用地,9501,≥0.7,365,重庆太方实业有限公司,2016年11月28日,365,挂牌
南岸区茶园组团D分区D51-1/04号宗地,一类工业用地,40542,≥1.0,2798,重庆鹏熙实业有限公司,2016年11月28日,2798,挂牌
渝北区唐家沱组团C分区C3-12/02-1号宗地,一类工业用地,44504,≥0.7,3205,桑德科技（重庆）有限公司,2016年11月28日,3205,挂牌
渝中区渝中组团H分区3-5/03、5-1/04、6-1/04、3-8-4/03号宗地,商业用地、商务用地、二类居住用地,48961,≤513600,364056,GLL Chengdu Pte.Ltd.,2016年11月28日,364056,挂牌
巴南区李家沱-鱼洞组团Q分区Q17-2/01、Q18-2/02、Q19-1/01、Q19-4/01号宗地,二类居住用地、商业用地、商务用地,209198,≤402188,96524,联发集团重庆房地产开发有限公司,2016年11月28日,106500,拍卖
沙坪坝区西永组团I标准分区I58-02-1/03号宗地,加气站用地,3657,按规划要求,1306,重庆西部现代物流园资产经营管理有限责任公司,2016年11月28日,1306,挂牌
两江新区龙兴组团T分区T9-1/01（部分一）号宗地,二类工业用地,852226,≥0.7,21477,重庆天骄航空动力有限公司,2016年11月15日,21477,挂牌
大渡口区大渡口组团H分区H02-10-2-1号宗地,商业用地,52524,≤100846,16186,大连万达商业地产股份有限公司,2016年11月15日,16186,挂牌
巴南区李家沱组团B分区B07-4/01、B07-3/02号宗地,二类居住用地、商业用地、商务用地,25205,≤37808,7563,中铁房地产集团西南有限公司,2016年11月15日,7563,挂牌
巴南区李家沱组团R分区R13-3/02、R13-5/01、R13-8/01、R13-10/01号宗地,二类居住用地,178836,≤375556,46006,重庆云鸥产业有限公司,2016年11月15日,46006,挂牌
沙坪坝区西永组团I标准分区I78-01/02、I80-01/02号宗地,物流仓储用地,106302,≤1.5,10215,重庆嘉中仓储有限公司,2016年11月10日,10215,挂牌
两江新区龙兴组团B分区B12-1/02(部分四)号宗地,二类工业用地,174447,≥0.7,4397,日立汽车系统（重庆）有限公司,2016年11月10日,4397,挂牌
大渡口区大渡口组团N分区N09-2(部分)地块,商务用地,40882,≤61323,7400,中冶置业重庆华青有限公司、重庆西华建桥建设开发有限,2016年11月10日,7400,挂牌
九龙坡区西彭组团C标准分区C30-1/03地块,二类居住用地,24322,≤72966,7297,重庆创大地产集团有限公司,2016年11月10日,9600,拍卖
巴南区南彭功能区组团A分区A27-1/02宗地,物流仓储用地,4493,≤1.5,298,重庆公运东盟国际物流有限公司,2016年10月24日,298,挂牌
巴南区南彭功能区组团A分区A10-1/02宗地,物流仓储用地,9974,≤1.5,660,重庆丹丰汽车服务有限公司,2016年10月24日,660,挂牌
巴南区李家沱组团G分区G31-3-2/03宗地,一类工业用地,4025,≥1.0,684,重庆浩立塑胶有限公司,2016年10月24日,684,挂牌
九龙坡区西彭组团R分区R02/03地块,二类工业用地,41483,≥0.7,2464,重庆星辉映实业有限公司,2016年10月24日,2464,挂牌
大渡口区大渡口组团N分区N37（部分一）地块,一类工业用地,13336,≥0.7,1214,重庆聚能粉末冶金股份有限公司,2016年10月24日,1214,挂牌
两江新区两路组团J标准分区J06-4/05号宗地,A33-中小学用地,133203,按规划要求,10097,重庆中农国信教育信息咨询服务有限公司,2016年10月24日,10097,挂牌
巴南区李家沱-鱼洞组团P分区P08-1/03号宗地,加油站用地,2564,按规划要求,1262,重庆中油诚源发展有限公司,2016年10月24日,1262,挂牌
巴南区李家沱-鱼洞组团O标准分区O27-3/05号宗地,体育用地、商业用地,98486,≤192000,23248,重庆华熙国信体育文化产业发展有限公司,2016年10月24日,23248,挂牌
巴南区李家沱-鱼洞组团B标准分区B12-3/02、B12-5/02号宗地,二类居住用地，商业用地,38695,≤123037,24081,重庆市诚投房地产开发有限公司,2016年10月24日,32000,拍卖
大渡口区大渡口组团D分区D10-3-1号宗地,二类居住用地、防护绿地,45396,≤160300,28854,重庆业瑞房地产开发有限公司,2016年10月24日,45500,拍卖
大渡口区组团N分区N44（部分二）地块,一类工业用地,32075,≥0.7,2794,重庆勤牛工程机械有限责任公司,2016年10月20日,2794,挂牌
九龙坡区西永组团Y分区Y03-3-1/01（部分1）号宗地,一类工业用地,29070,≥0.7,2210,重庆科中建材有限公司,2016年10月20日,2210,挂牌
九龙坡区西永AD、O、D、E、F、Y控规组团Y分区Y07-2-1/01（部分4）号宗地,一类工业用地,15765,≥0.7,1183,重庆金澳机械制造有限公司,2016年10月20日,1183,挂牌
九龙坡区西永组团Y分区Y05-4-1/02（部分2）号宗地,一类工业用地,33095,≥0.7,2483,重庆盛德物流有限公司,2016年10月20日,2483,挂牌
沙坪坝区西永组团L标准分区L68/05号宗地,商业用地、娱乐康体用地,286490,≤240000,39840,大连万达商业地产股份有限公司,2016年9月20日,39840,挂牌
沙坪坝区西永组团L标准分区L83-1/01号宗地,商业用地、娱乐康体用地,26691,≤120110,13826,大连万达商业地产股份有限公司,2016年9月20日,13826,挂牌
巴南区鱼洞组团P分区P04-03/04号宗地（部分二）,物流仓储用地,2002,≤1.5,109,重庆和泰汽车修理厂（普通合伙）,2016年9月20日,109,挂牌
北碚区三圣组团分区D2-2/01、D1-1/01号宗地,二类工业用地,207524,≥0.6,6434,重庆三圣特种建材股份有限公司,2016年9月20日,6434,挂牌
渝北区唐家沱组团N分区N4-16/01、N4-12/01、N4-14-1/01、N4-17/01、N4-20-1/01、N4-10/01号宗地,一类工业用地,329798,≥1.0,22427,重庆北飞实业有限公司,2016年9月20日,22427,挂牌
沙坪坝区西永组团J标准分区J15-01/02(部分)号宗地,物流仓储用地,28401,≤1.5,2131,重庆铁路口岸物流开发有限责任公司,2016年9月20日,2131,挂牌
沙坪坝区西永组团I标准分区I71-01/02号宗地,物流仓储用地,88938,≤1.5,8539,丰仲仓储（重庆）有限公司,2016年9月20日,8539,挂牌
沙坪坝区西永组团I标准分区I88-01-2/03号宗地,加气站用地,3923,按规划要求,1448,重庆欧博实业有限责任公司,2016年9月20日,1448,挂牌
沙坪坝区西永组团L标准分区L76-4/01、L78-1/01、L78-2/01、L78-3/01号宗地,二类居住用地,148653,≤545871,44875,大连万达商业地产股份有限公司,2016年9月20日,44875,挂牌
沙坪坝区西永组团L标准分区L75-1/01、L79-1/01、L79-2/01、L79-3/01、L84-1/01、L82-3/01号宗地,一类居住用地、服务设施用地、二类居住用地、商业用地,186241,≤258476,31796,大连万达商业地产股份有限公司,2016年9月20日,31796,挂牌
沙坪坝区西永组团L标准分区L81-1/01、L81-2/01、L85-1/01、L85-2/01号宗地,一类居住用地、二类居住用地,167341,≤397210,37272,大连万达商业地产股份有限公司,2016年9月20日,37272,挂牌
沙坪坝区西永组团L标准分区L80-2/01、L80-3/01、L84-2/01号宗地,一类居住用地、二类居住用地,111980,≤206220,21584,大连万达商业地产股份有限公司,2016年9月20日,21584,挂牌
江北区大石坝组团A分区A2-1-2/02号宗地,加油站用地,2585,按规划要求,1630,重庆中油现代交通油料有限责任公司,2016年9月9日,1630,挂牌
北碚区北碚组团C标准分区C4-1/03、C5-5/03号宗地,二类居住用地，商业用地，商务用地,138337,≤379476,63372,重庆鲁能开发（集团）有限公司,2016年9月9日,63372,挂牌
九龙坡区大杨石组团N分区NF1-9/04号宗地,二类居住用地兼容商业商务用地,20852,≤57666,14457,重庆国兴置业有限公司,2016年9月9日,23200,拍卖
九龙坡区西永Q（部分）、S、T（部分）、U（部分）组团C分区C11-10-1/02（部分3）号宗地,一类工业用地,16666,≥1.0,1250,重庆阿狄亚电子技术有限公司,2016年9月9日,1250,挂牌
两江新区水土组团C分区C47-1/03号宗地,一类工业用地,228449,≥1.0,5757,重庆万国半导体科技有限公司,2016年9月9日,5757,挂牌
江北区观音桥组团A分区A34-1-3/07、A34-1-5/07、A34-1-8/07、A34-1-10/07、A34-1-17/07号宗地,商业商务用地；二类居住用地；二类居住用地、商业用地,202639,≤737251,276837,重庆鲁能开发（集团）有限公司,2016年8月30日,340000,拍卖
江北区观音桥组团A分区A34-1-16/07、A34-1-19/07、A34-1-20/07号宗地,二类居住用地、商业用地,175108,≤689702,298926,中铁房地产集团西南有限公司,2016年8月30日,408000,拍卖
渝北区两路组团F分区F90-2号宗地,加油加气站用地,3850,按规划要求,2272,重庆市东岚燃油销售有限公司,2016年8月30日,2272,挂牌
两江新区两路组团K标准分区K05-4/02号宗地,一类物流仓储用地,35341,≤1.5,2800,日梱重庆物流有限公司,2016年10月20日,2800,挂牌
巴南区木洞-麻柳组团C分区C17-1/03号宗地,二类工业用地,67673,≥0.7,2398,重庆智睿投资有限公司,2016年10月20日,2398,挂牌
渝中区渝中组团H分区3-4/03、3-9-1/03、3-6/03号宗地,公园绿地、商业用地、商务用地、社会停车场用地,58634,≤80926,57824,杭州新天地集团有限公司,2016年10月20日,57824,拍卖
两江新区两路组团Q标准分区Q22-2-1/05、Q23-1/04、Q23-4/04、Q24-3/04、Q25-1/04、Q25-4/03号宗地,二类居住用地、商业用地、商务用地,182809,≤496960,59804,绍兴华裕房地产开发有限公司,2016年10月20日,59804,挂牌
沙坪坝区西永组团Ja分区Ja03-6/01号宗地,加油加气站用地,4814,按规划要求,2038,重庆市川润石化有限公司,2016年10月20日,2038,挂牌
巴南区南彭功能区组团分区B7-1/01号宗地,二类居住用地,149452,≤298904,23913,重庆华南城有限公司,2016年10月8日,23913,挂牌
九龙坡区西彭组团J分区J39-3/02宗地,二类工业用地,41110,≥0.7,2385,中冶建工集团有限公司,2016年9月30日,2385,挂牌
沙坪坝区西永组团S标准分区S8-1/01(部分)号宗地,一类工业用地,21476,≤2.0,1366,重庆共享工业投资有限公司,2016年9月30日,1366,挂牌
巴南区木洞-麻柳组团C分区C18-1/03（部分）、C19-1/02（部分）宗地,二类工业用地,17996,≥0.7,606,重庆智睿投资有限公司,2016/年9月30日,606,挂牌
巴南区李家沱-鱼洞组团P分区P08-1/03号宗地,加油加气站用地,2564,按规划要求,1262,重庆中油诚源发展有限公司,2016年10月24日,1262,挂牌
九龙坡区大杨石组团二郎新城中心区分区C3-4-3/03号宗地,二类居住用地、商业用地、商务用地,6492,≤24670,7802,中铁十一局集团重庆房地产开发有限公司,2016年8月30日,7802,挂牌
巴南区鱼洞组团P分区P04-03/04（部分一）号宗地,物流仓储用地,3169,≤1.5,172,重庆和泰汽车修理厂（普通合伙）,2016年8月30日,172,挂牌
九龙坡区金凤电子信息产业园区（近期）控规组团C分区C11-19-1/03（部分5）号宗地,一类工业用地,6794,≥1.0,510,重庆金凤电子信息产业有限公司,2016年8月30日,510,挂牌
九龙坡区西永Q（部分）、S、T（部分）、U（部分）组团C分区C11-9-1/02号宗地,一类工业用地,68033,≥1.0,5103,重庆金凤电子信息产业有限公司,2016年8月30日,5103,挂牌
沙坪坝区沙坪坝组团D分区D5-1/04号宗地,商业用地、商务用地,8533,≤68264,18978,重庆迈瑞城市建设投资有限责任公司,2016年8月19日,18978,挂牌
九龙坡区西永AD、O、D、F、Y控规组团Y分区Y04-2/01号（部分2）宗地,一类工业用地,74521,≥1.0,5619,重庆高新区开发投资集团有限公司,2016年8月19日,5619,挂牌
九龙坡区西永AD、O、D、F、Y控规分区E07-5/02号宗地,一类工业用地,24824,≥0.7,1862,重庆杰品科技股份有限公司,2016年8月19日,1862,挂牌
九龙坡区西永组团Y分区Y05-4-1/02(部分3)号宗地,一类工业用地,25490,≥0.7,1938,重庆盛德物流有限公司,2016年8月19日,1938,挂牌
九龙坡区西永组团Y分区Y06-8/02(部分1)号宗地,一类工业用地,33324,≥0.7,2500,重庆鸿朗汽车内饰件有限公司,2016年8月19日,2500,挂牌
九龙坡区西彭组团A分区A86-5/01-1号宗地,一类工业用地,177258,≥0.7,10825,重庆宇培仓储有限公司,2016/年8月19日,10825,挂牌
南岸区南坪组团M分区M10-3-2/06号宗地,商业用地、商务用地,20849,≤79226,19800,重庆汇庭房地产开发有限公司,2016年8月4日,19800,挂牌
九龙坡区西永AD、O、D、E、F、Y控规组团E分区E06-2/02号宗地,一类工业用地,28063,≥0.7,2133,重庆新紫硕商贸有限公司,2016年8月4日,2133,挂牌
大渡口区大渡口组团I分区I12-2(部分1)号宗地,二类工业用地,32838,≥0.8,2907,重庆三峡森晶实业有限公司,2016年8月4日,2907,挂牌
沙坪坝区西永组团V标准分区V3－5/01号宗地,一类物流仓储用地,141952,≤1.5,5537,重庆综西国际贸易有限公司,2016年7月20日,5537,挂牌
沙坪坝区西永组团V标准分区V5－4/01号宗地,一类工业用地,656139,≥1.0,25590,重庆西谷资产管理有限公司,2016年7月20日,25590,挂牌
沙坪坝区西永组团V标准分区V10－1/02号宗地,文化设施用地,17535,≤35070,702,重庆西谷资产管理有限公司,2016年7/月20日,702,挂牌
沙坪坝区西永组团V标准分区V11－1/01号宗地,一类工业用地,121824,≥1.0,4752,重庆西谷资产管理有限公司,2016年7月20日,4752,挂牌
两江新区水土组团A标准分区A14-2/01号宗地,一类工业用地,35747,≥1.0,905,重庆有线电视网络有限公司,2016年7月20日,905,挂牌
两江新区水土组团B标准分区B40-1/02号宗地,一类工业用地,16512,≥0.7,2182,重庆博腾制药科技股份有限公司,2016年7月20日,2182,挂牌
南岸区弹子石A分区A8-1/03、A8-3/03、A8-5/03、A17-1/04号宗地,娱乐康体、商务、商业、二类居住、服务设施用地,150519,≤443781（不含服务设施用地建筑面积）,116571,重庆睿丰致元实业有限公司,2016年7月20日,117000,拍卖
沙坪坝区西永组团I分区I72-01/02、I73-01/02、I74-01/02（部分）、I74-02/02号宗地,物流仓储用地,206885,≤1.5,15207,重庆交运物流有限公司,2016年8月19日,15207,挂牌
渝北区空港组团U标准分区U11-1/01、U12-1/01号宗地,一类物流仓储用地,173616,≤1.5,8855,重庆远成世豪物流有限公司,2016年8月19日,8855,挂牌
巴南区花溪工业园区组团H分区H3-1-1/02、H3-2/02号宗地,二类工业用地,20017,≥0.7,862,重庆弘愿工具（集团）有限公司,2016年8月19日,862,挂牌
江北区观音桥组团M分区M16-3/02号宗地,二类居住用地,40621,≤142174,61389,保利（重庆）投资实业有限公司,2016年8月12日,97000,拍卖
两江新区龙兴组团F分区F8-1/02号宗地,A33-中学用地,145969,按规划要求,8178,重庆两江新区新南教育信息咨询服务有限公司,2016年8月12日,8178,挂牌
北碚区北碚组团A标准分区A8-2-1-2/05号宗地,社会车充电站用地,3000,按规划要求,1170,重庆移峰能源有限公司,2016年8月4日,1170,挂牌
北碚区北碚组团D标准分区D21-1-1/03号宗地,B9-其它服务设施用地（城区殡仪项目建设用地）,9151,按规划要求,3400,重庆赟普礼仪服务有限公司,2016年8月4日,6500,拍卖
九龙坡区中梁山组团G分区G42-2-2/03号宗地,二类居住用地、防护绿地,20160,≤40322,6533,联发集团重庆房地产开发有限公司,2016年8月4日,6533,挂牌
两江新区水土组团E标准分区E32-5/01号宗地,加油站用地,3308,按规划要求,1514,重庆中油两江发展有限公司,2016年8月4日,1514,挂牌
两江新区大竹林组团G标准分区G17/05（部分）宗地,二类居住用地,59685,≤87737,42336,重庆龙湖创安地产发展有限公司,2016年8月4日,43000,拍卖
巴南区麻柳嘴镇组团分区A01-2/02号宗地,H2-区域交通设施用地,21574,按规划要求,3478,重庆富江能源科技有限公司,2016年7月12日,3478,挂牌
巴南区李家沱-鱼洞组团I分区I04-12/02、I04-13/01、I04-14/02号宗地,商业用地、二类居住用地,25411,≤95724,20205,重庆巴和城市建设投资有限公司,2016年7月12日,20205,挂牌
九龙坡区西永Q（部分）、S、T（部分）、U（部分）组团C分区C11-10-1/02号（部分2）宗地,一类工业用地,9095,≥0.7,683,重庆米高电梯有限公司,2016年7月12日,683,挂牌
巴南区木洞组团C分区C14-1-1/03、C15-1/03号宗地,一类工业用地、二类工业用地,154401,≥0.7,5561,重庆国舒制药有限公司,2016年7月12日,5561,挂牌
巴南区木洞组团C分区C18-1/03（部分）宗地,二类工业用地,111489,≥0.7,4061,重庆智翔金泰生物制药有限公司,2016年7月12日,4061,挂牌
巴南区木洞组团C分区C19-1/03（部分）、C21-1/03、C22-1/03号宗地,二类工业用地,153243,≥0.7,5213,重庆宸安生物制药有限公司,2016年7月12日,5213,挂牌
两江新区礼嘉组团F标准分区F05-8/05、F05-16/03号宗地,二类居住用地,147699,≤295398,87431,深圳市创泰投资管理有限公司、重庆龙湖地产发展有限公,2016年6月28日,120000,拍卖
两江新区礼嘉组团F标准分区F05-9/05号宗地,二类居住用地,124630,≤249260,72604,成都朗基地产有限公司,2016年6月28日,88000,拍卖
两江新区礼嘉组团F标准分区F06-1/05、F06-9/03、F06-12/04号宗地,二类居住用地,144870,≤289740,92647,深圳市创泰投资管理有限公司、重庆龙湖地产发展有限公,2016年6月28日,149000,拍卖
两江新区礼嘉组团F标准分区F03-10/05、F03-11-1/05号宗地,一类居住用地,156205,≤156207,69778,重庆金科房地产开发有限公司,2016年6月28日,119000,拍卖
两江新区龙兴组团B分区B13-13/02号宗地,二类工业用地,86830,≥1.0,2605,DMJ INDUSTRIAL HOLDING(HK) LIMITED,2016年6月28日,2605,挂牌
两江新区龙兴组团T分区T9-1/01号宗地,二类工业用地,998450,≥0.7,25161,重庆天骄航空动力有限公司,2016年6月28日,25161,挂牌
大渡口区大渡口组团N标准分区N08-3号宗地,一类工业用地,72205,≥1.0,7004,重庆海康威视科技有限公司,2016/6/28,7004,挂牌
大渡口区大渡口组团N分区N44(部分1)号宗地,一类工业用地,137093,≥0.7,15488,重庆勤牛工程机械有限责任公司,2016/6/28,15488,挂牌
九龙坡区大杨石组团H分区H10-1-3/06号宗地,二类居住用地兼容商业用地、商务用地,11878,≤47512,15964,重庆金辉长江房地产有限公司,2016年6月21日,26000,拍卖
巴南区木洞组团C分区C30-2/02号宗地,二类工业用地,17984,≥0.7,613,重庆惠森驰恒医疗器械有限公司,2016年7月12日,613,挂牌
巴南区李家沱组团G分区G1-8/02号宗地,二类居住用地,34572,≤86430,17707,重庆市诚投房地产开发有限公司,2016年6月28日,17707,挂牌
沙坪坝区中梁山组团B分区B4-5/05号宗地,二类居住用地,19318,≤53465,13407,重庆市沙坪坝区房地产开发总公司,2016年6月28日,13407,挂牌
九龙坡区西永组团Ab分区Ab21-3/03号宗地,商业用地、商务用地,56491,≤30063(总建筑面积),17111,重庆市粮油批发市场有限责任公司,2016年6月28日,17111,挂牌
沙坪坝区西永组团L标准分区L37-2/04号宗地,二类居住用地,117240,≤234480,32593,重庆西谷资产管理有限公司,2016年6月21日,32593,拍卖
巴南区界石组团T分区T11-3/02号宗地,二类居住用地,45955,≤91910,11076,重庆星界置业有限公司,2016年7月15日,11076,挂牌
巴南区民主工贸园区组团D标准分区D4-1-3/06号宗地,二类居住用地、商业用地,8805,≤23774,4611,重庆市南渝物业管理有限公司,2016年7月15日,4611,挂牌
两江新区悦来组团C分区C05-1/07、C05-3/07、C06-1/06、C09-2/06、C10-3/06、C10-1/06号宗地,二类居住用地、商业用地、商务用地,163573,≤400722,110764,北京北辰实业股份有限公司,2016年7月15日,110764,挂牌
两江新区悦来组团C标准分区C14-1/06、C14-2/07、C18-1/07、C18-6/06号宗地,二类居住用地、商业用地、商务用地,100001,≤250004,68255,北京北辰实业股份有限公司,2016年7月15日,68255,挂牌
两江新区悦来组团C分区C15-2/07、C17-5/04、C18-3/06号宗地,二类居住用地、商业用地、商务用地,165519,≤267291,99338,北京北辰实业股份有限公司,2016年7月15日,99338,挂牌
