土地位置,用途,土地面积(平方米),建筑规模(平方米)/容积率,起始价(万元),竞得单位,竞得时间,成交价(万元),出让方式
两江新区悦来组团D标准分区D04-6/05号宗地,文化设施用地,6676,≤13352,1085,重庆悦来投资集团有限公司,2014年8月28日,1085,挂牌
两江新区鱼嘴组团Q标准分区Q6-6/01(部分二)宗地,二类工业,78092,≥0.7,3385,重庆美联伟格资产经营管理有限公司,2014年8月28日,3385,挂牌
北部新区金山组团C分区C49-1南侧部分宗地,二类工业用地,8119,≥0.7,713,重庆西山科技有限公司,2014年8月28日,713,挂牌
九龙坡区西彭组团J分区17-2/02号宗地,二类居住用地,22376,≤40277,5200,重庆旭城置业有限公司,2014年8月25日,5210,拍卖
九龙坡西永组团Ab分区Ab11-1/02号宗地,批发市场用地,71782,≤143566,16654,重庆奥捷实业有限公司,2014年8月25日,16654,挂牌
大渡口区中梁山组团F分区F5-4、F5-5、F8-1、F8-3号宗地,二类居住用地,65976,≤143149,28400,重庆金科房地产开发有限公司,2014年9月10日,28600,拍卖
九龙坡区中梁山组团I分区I11-1/03号（部分2）宗地,二类工业用地,19705,≥0.7,2313,重庆显荣实业有限公司,2014年8月25日,2313,挂牌
九龙坡区中梁山组团I分区I13-2/04号（部分2）宗地,二类工业用地,20648,≥0.7,2421,重庆今朝物流有限公司,2014年8月25日,2421,挂牌
九龙坡区西彭组团L分区L10-01/01(部分1)号宗地,二类工业用地,10750,≥1.0,965,重庆龙宜装饰材料有限公司,2014年8月25日,965,挂牌
九龙坡区西彭组团L分区L10-01/01(部分2)号宗地,二类工业用地,11265,≥1.0,961,重庆禾可香粮油有限公司,2014年8月25日,961,挂牌
九龙坡区西彭组团L分区L10-01/01(部分3)号宗地,二类工业用地,11357,≥0.7,973,重庆奇骞机械制造有限公司,2014年8月25日,973,挂牌
九龙坡区西彭组团R分区R18-03/04号宗地,二类工业用地,81530,≥0.7,5963,隆鑫通用动力股份有限公司,2014年8月25日,5963,挂牌
九龙坡区西彭组团L分区L15-01/02(部分1)号宗地,二类工业用地,11272,≥0.7,1255,重庆侨森建材有限公司,2014年8月25日,1255,挂牌
九龙坡区西彭组团L分区L15-01/02(部分3)号宗地,二类工业用地,6067,≥0.7,588,重庆勋科机械有限公司,2014年8月25日,588,挂牌
大渡口区大渡口组团N分区N37/02（部分）、N43-1/04（部分）宗地,一类工业用地,62198,≥1.0,2800,重庆红九九食品有限公司,2014年8月25日,2800,挂牌
巴南区南彭功能区组团A分区A3-1/01号宗地,二类工业用地,278809,≥0.6,20911,重庆盈福物流有限公司,2014年8月25日,20911,挂牌
北碚区蔡家组团B分区B35-1/03号宗地,科研用地,6824,≤1.2,1025,重庆东风南方汽车销售服务有限公司,2014年8月25日,1025,挂牌
沙坪坝区西永组团S标准分区S8-2/01号宗地,二类工业用地,52039,≥0.7,6081,中国兵工物资西南有限公司,2014年8月25日,6081,挂牌
沙坪坝区西永组团J标准分区J04-01/03（部分）号宗地,仓储用地兼容一类工业用地,77309,≤2.0,3813,重庆铁路口岸物流开发有限责任公司,2014年8月18日,3813,挂牌
沙坪坝区西永组团J分区J08-01/04、J04-01/03(部分)宗地,仓储用地兼容一类工业用地,157706,≤2.0,9928,重庆铁路口岸物流开发有限责任公司,2014年8月14日,9928,挂牌
两江新区悦来组团D标准分区D14-1/06、D14-3/05、D11-7/06号宗地,商业用地、二类居住用地,261525,≤375694.5,135563,重庆融创基业房地产开发有限公司、葛洲坝海集房地产开,2014年8月14日,135563,挂牌
渝北区悦来组团D分区17-2/05、17-4/05、17-5/05、17-6/04、18-1/05、18-3/05、15/05号宗地,商业用地、商务用地、二类居住用地,181378,≤414976,116249,重庆融创基业房地产开发有限公司、葛洲坝海集房地产开,2014年8月14日,116249,挂牌
两江新区悦来组团D标准分区D16-2/05、D16-3/05、D16-4/05、D19-3/04号宗地,二类居住用地,140233,≤267993.8,88566,重庆融创基业房地产开发有限公司、葛洲坝海集房地产开,2014年8月14日,88566,挂牌
巴南区李家沱组团D分区D3-3/03号宗地,二类居住用地、商业用地、商务用地,14622,≤21933,4826,易泽东,2014年8月12日,4826,挂牌
九龙坡区中梁山组团I分区I04-2/04号（部分6）宗地,一类工业用地,20065,≥0.7,2378,重庆千禧汽车地毯制造有限责任公司,2014年8月12日,2378,挂牌
九龙坡区西彭组团R分区R39-1/02号宗地,二类工业用地,37081,≥1.0,3367,重庆九龙园高新产业集团有限公司,2014年8月12日,3367,挂牌
九龙坡区西永组团C分区C11-19-1/03（部分1）号宗地,一类工业用地,7128,≥1.0,535,重庆海蓝川马光电科技有限公司,2014年8月12日,535,挂牌
巴南区李家沱组团R分区R13-7/01号宗地,一类工业用地,83006,≥1.0,2800,重庆云教育文化产业投资开发有限公司,2014年7月18日,2800,挂牌
巴南区木洞组团C分区C5-1/01、C6-1/01、C7-1/01号宗地,二类工业用地,126974,≥1.0,12636,重庆拓为建设投资有限公司,2014年7月18日,12636,挂牌
九龙坡区西永组团Aa分区Aa-51-2/02号宗地,二类工业用地,88371,≥1.0,3845,重庆市龙泉食品有限公司,2014年7月18日,6950,拍卖
九龙坡区中梁山组团I分区I08-1/03号（部分1）号宗地,二类工业用地,25186,≥0.8,2975,重庆蟠龙印务有限公司,2014年7月18日,2975,挂牌
九龙坡区中梁山组团I分区11-1/03号（部分1）宗地,二类工业用地,5264,≥1.0,626,重庆弘泽装饰工程有限公司,2014年7月18日,626,挂牌
九龙坡区中梁山组团I分区08-1/03号宗地,二类工业用地,4756,≥0.7,538,重庆九龙园高新产业集团有限公司,2014年7月18日,538,挂牌
九龙坡区中梁山组团I分区I04-2/04号(部分2)宗地,二类工业用地,8512,≥1.0,980,重庆二轻供销有限公司,2014年7月18日,980,挂牌
九龙坡区中梁山组团I分区I04-2/04号（部分3）宗地,二类工业用地,5532,≥1.0,657,重庆钻发机械有限公司,2014年7月18日,657,挂牌
沙坪坝区歌乐山镇中心区控规组团A标准分区A03-2/03号,二类居住用地,22037,≤33056,4298,重庆回兴建设开发有限公司,2014年7月15日,4300,拍卖
九龙坡区大杨石组团G分区G07-5-1/02号宗地,加油站用地,3965,按规划要求,2014,重庆市城市建设投资（集团）有限公司,2014年7月9日,2014,挂牌
巴南区南彭功能区组团A分区A16-2/01号宗地,二类工业用地,35616,≥0.5,2672,重庆新时代润滑油有限公司,2014年8月12日,2672,挂牌
两江新区龙兴组团A标准分区A15-1/01号地块,二类仓储用地,224757,≤2.0,11800,维龙（重庆）仓储设施有限公司,2014年8月12日,11800,挂牌
巴南区界石组团G分区G4-3/01、G2-3/01、G6-3/01号宗地,商业用地、商务用地,27684,≤30452,4264,重庆纬信置业有限公司,2014年7月29日,4264,挂牌
沙坪坝区西永组团L标准分区L08-4/03号宗地,商业用地、商务用地,5035,≤20140,4258,精博信华实业（香港）有限公司,2014年7月29日,4258,挂牌
沙坪坝区西永组团L标准分区L10-1/03、L10-2/03、L10-4/03、L10-5/03号宗地,二类居住用地、商业用地、商务用地,40601,≤133671,31532,精博信华实业（香港）有限公司、重庆美敦置业有限公司,2014年7月29日,31532,挂牌
九龙坡区西永组团Z分区Z29-1/03号宗地,二类工业用地,23440,≥0.7,1126,重庆巨泰机械有限公司,2014年7月29日,1126,挂牌
巴南区木洞麻柳功能区组团A标准分区A4-1/01号宗地,二类工业用地,148698,≥0.6,5019,北大医药股份有限公司,2014年7月29日,5019,挂牌
沙坪坝区西永组团R标准分区R65-3/04（部分）地块,一类工业用地,3676,≥0.7,142,亿科电气股份有限公司,2014年7月29日,305,拍卖
九龙坡区西彭组团R分区R18-1/04号宗地,LNG液化天然气用地,4666,按规划要求,1666,重庆市能航天然气有限公司,2014年7月18日,1666,挂牌
九龙坡区二郎科技新城组团A分区A2-2-3-1/05号宗地,加油站用地,7602,按规划要求,3815,重庆市城市建设投资（集团）有限公司,2014年7月18日,3815,挂牌
巴南区A2-2/01号宗地,加油站用地,7260,按规划要求,4695,重庆市城市建设投资（集团）有限公司,2014年7月9日,4695,挂牌
巴南区南彭中心区组团A18-1/02、A18-2/03、A24-2/02、A24-1/03、A30-1/02号宗地,一类工业用地、二类工业用地,223485,≥0.7,16762,重庆四方混凝土有限公司,2014年7月9日,16762,挂牌
两江新区水土组团A标准分区A27-1/01（部分一）地块,一类工业用地,10000,≥0.6,252,液化空气（重庆）有限公司,2014年7月9日,252,挂牌
两江新区水土组团A标准分区A20-2/01、A22/01地块,一类工业用地,95443,≤2.0 ≥1.0,2406,重庆腾讯信息技术有限公司,2014年7月9日,2406,挂牌
渝北区两路组团G标准分区G63-1号宗地,零售商业用地、批发市场用地,19832,≤49580.75,7933,重庆兆隆置业有限公司,2014年6月27日,7933,挂牌
南岸区茶园组团B分区B44-1号地块,二类居住用地,142417,≤213625.5,65175,重庆康田米源房地产开发有限公司,2014年6月27日,65175,挂牌
南岸区茶园组团B分区B48-3、B44-2号地块,二类居住用地,150756,≤226134,68990,重庆康田米源房地产开发有限公司,2014年6月27日,68990,挂牌
两江新区龙兴组团B标准分区B1-1/01号（部分三）地块,二类工业用地,35864,≥0.7,1345,重庆宜北贸易有限公司,2014年6月25日,1910,拍卖
两江新区龙兴组团B标准分区B5-1/01号（部分二）地块,二类工业用地,13353,≥0.7,561,重庆金顺汽车零部件科技有限公司,2014年6月25日,561,挂牌
两江新区龙兴组团B分区B5-1/01号（部分一）,二类工业用地,19517,≥0.7,820,武汉瑞明汽车部件有限公司,2014年6月25日,820,挂牌
双碑组团E分区54-2/03、54-3/02、54-4/02号宗地,二类居住用地、商业用地、商务用地,48517,139303,45099,信达重庆房地产开发有限公司,2014年6月17日,45100,拍卖
双碑组团E分区53-1/03、53-2/02、53-3/02号宗地,二类居住用地；商业用地、商务用地,62605,186307.5,61482,重庆渝富资产经营管理集团有限公司,2014年6月17日,61490,拍卖
双碑组团E分区52-1/03、52-3/02号宗地,二类居住用地；商业用地、商务用地,72144,176563.5,58528,金融街重庆置业有限公司,2014年6月17日,58530,拍卖
双碑组团E分区38-5/03号宗地,二类居住用地,3774,3775,1442,重庆渝富资产经营管理集团有限公司,2014年6月17日,1442,挂牌
双碑组团E分区38-7/03号宗地,二类居住用地,23609,64216.5,19832,重庆渝富资产经营管理集团有限公司,2014年6月17日,19832,挂牌
双碑组团E分区55-1/03、55-5/03号宗地,商业用地、商务用地,38678,151495.5,45867,重庆渝富资产经营管理集团有限公司,2014年6月17日,45867,挂牌
沙坪坝组团B分区B05-1/03、B05-3/03号宗地,二类居住用地、商业用地、商务用地,58885,277182,93093,重庆国盛物业（集团）有限公司、重庆渝富置业有限公司,2014年6月17日,93093,挂牌
大渡口区大渡口组团H分区H15-13-1/05号宗地,二类居住用地、商业用地、商务用地、防护绿地,51780,≤201949.8,40390,重庆融品汇智房地产开发有限公司,2014年6月17日,40400,拍卖
重庆市北碚区蔡家组团H分区H24-02/03、H22-03/02、H31-01/03、H32-01/03号宗地,二类居住用地,182574,347258,59397,重庆力帆置业有限公司,2014年6月13日,59397,挂牌
巴南区李家沱组团B分区B1-2/04号宗地,加油站用地,5731,按规划要求,2538,重庆龙禹石油有限公司,2014年6月11日,2538,挂牌
渝北区人和组团B、N标准分区B09-1/02号宗地,二类居住用地,8753,≤13129.65,3152,重庆长龙实业（集团）有限公司,2014年6月11日,3160,拍卖
渝北区两路组团F分区132-1/02号宗地,商业用地、商务用地（含新闻传媒）,22901,≤120900,57342,重庆日报报业集团产业有限责任公司,2014年6月11日,57342,挂牌
渝北区两路组团A分区A109-1/02号宗地,一类工业用地,50778,≥0.7,3553,重庆肇康利汇医药科技有限公司,2014年6月11日,3850,拍卖
渝北区唐家沱组团C分区C3-13/02号宗地,一类工业用地,33404,≥0.7,2337,中国石油集团川庆钻探工程有限公司川东钻探公司,2014年6月11日,2337,挂牌
渝北区两路组团G分区G59/01（部分）、G61/01（部分）号宗地,工业用地,66114,≥1.0,4626,两江国际控股股份有限公司,2014年6月11日,4626,挂牌
北部新区礼嘉组团B标准分区B22-1/04、B22-2/04号宗地,一类居住用地,166437,≤183081,61915,深圳华侨城股份有限公司,2014年6月3日,61915,挂牌
北部新区礼嘉组团B标准分区B20-4/04、B20-5/04号宗地,二类居住用地,179625,≤449063,98615,豪力有限公司,2014年6月3日,98615,挂牌
北部新区礼嘉组团B标准分区B16-3/04、B18-1/04、B19-1/04、B21-1/04号宗地,一类居住用地、二类居住用地、商业用地、娱乐康体用地,198609,≤258921,82610,深圳华侨城股份有限公司,2014年6月3日,82610,挂牌
北部新区礼嘉组团B标准分区B15-1/04、B16-1/04、B16-2/04、B17-1/04、B17-2/04号宗地,一类居住用地、二类居住用地、商业用地、娱乐康体用地,198793,≤246501,79309,深圳华侨城股份有限公司,2014年6月3日,79309,挂牌
北部新区礼嘉组团B标准分区B14-1/04、B20-1/04、B20-2/04号宗地,二类居住用地、商业用地,168339,≤463308,83766,深圳华侨城股份有限公司,2014年6月3日,83766,挂牌
沙坪坝区双碑组团E分区23-2/03、23-3/03、24-1/03、24-2/03号宗地,商业用地、商务用地；二类居住用地,81544,≤244632,75028,重庆首永置业有限公司,2014年6月20日,75028,挂牌
沙坪坝区双碑组团E分区39-3/03号宗地,二类居住用地,66405,≤199215,59765,重庆首永置业有限公司,2014年6月20日,59765,挂牌
沙坪坝区双碑组团E分区45-1/03号宗地,二类居住用地,70354,≤211062,63319,重庆首永置业有限公司,2014年6月20日,63319,挂牌
大渡口区大渡口重钢片区组团L分区L26、L16、L24、L25、L21-2、L21-1号宗地,商业用地、商务用地,168214,≤758932.5,265640,重庆渝富资产经营管理集团有限公司,2014年6月19日,265640,挂牌
大渡口区大渡口重钢片区组团L分区L11、L13、L9号宗地,商业用地、商务用地,141202,≤510793.4,178791,重庆渝富资产经营管理集团有限公司,2014年6月19日,178791,挂牌
大渡口区大渡口重钢片区组团L分区L18、L20-2、L23号宗地,二类居住用地,98877,≤346024,96901,重庆渝富资产经营管理集团有限公司,2014年6月19日,96901,挂牌
大渡口区大渡口重钢片区组团L分区L10-2、L14号宗地,二类居住用地,99671,≤312620.6,87547,重庆渝富资产经营管理集团有限公司,2014年6月19日,87547,挂牌
大渡口区大渡口重钢片区组团L分区L29-1、L31-1号宗地,二类居住用地,103479,≤369385.7,92360,重庆渝富资产经营管理集团有限公司,2014年6月18日,92360,挂牌
大渡口区大渡口重钢片区组团F分区F11-3/03、F10-1/03、F12-3/03、F10-6/03、F10-2/03、F9-10/03号宗地,二类居住用地、商业用地、商务用地,199722,≤662030,165521,重庆渝富资产经营管理集团有限公司,2014年6月18日,165521,挂牌
大渡口区大渡口重钢片区组团V分区V30-1/03、V30-2/03号宗地,二类居住用地、商业用地、商务用地,145912,≤642523,160645,重庆渝富资产经营管理集团有限公司,2014年6月18日,160645,挂牌
九龙坡区二郎科技新城组团C分区C3-4-1/02号宗地,二类居住用地、商业用地、商务用地,48684,≤204477,62561,中铁十一局集团房地产开发有限公司,2014年5月16日,95000,拍卖
巴南区界石组团T分区T4-4/02、T4-5/02、T4-6/02号宗地,二类工业用地,162019,≥1.0,15711,重庆曙光宇特建设发展有限公司,2014年5月16日,15711,挂牌
巴南区南彭功能区组团A分区A2-1/01、A6-3/01、A8-1/01号宗地,物流仓储用地,290720,≤2.0,8722,重庆华南城有限公司,2014年5月12日,8722,挂牌
巴南区南彭功能区组团A分区A24-1/01号宗地,二类工业用地,177487,≥0.7,5112,重庆公路运输（集团）有限公司,2014年5月13日,13600,拍卖
九龙坡区西彭组团R分区R70-1/02号宗地,二类工业用地,23416,≥0.7,2286,重庆福芝生汽车配件有限公司,2014年5月12日,2286,挂牌
九龙坡区西彭组团L标准分区5/01号（部分5）宗地,二类工业用地,7522,≥0.7,714,重庆霸之力机械制造有限公司,2014年5月12日,714,挂牌
九龙坡区西彭组团L标准分区5/01号（部分4）宗地,二类工业用地,8991,≥0.7,726,重庆庆工动霸机械制造有限公司,2014年5月12日,730,拍卖
九龙坡区西彭组团L标准分区5/01号（部分3）宗地,二类工业用地,7365,≥0.7,706,重庆优梦建筑租赁有限公司,2014年5月12日,706,挂牌
九龙坡区西彭组团L标准分区5/01号（部分2）宗地,二类工业用地,10560,≥0.7,839,重庆攀环商贸有限公司,2014年5月12日,839,挂牌
九龙坡区西彭组团L标准分区5/01号（部分1）宗地,二类工业用地,10563,≥0.7,849,重庆申仑机械制造有限公司,2014年5月12日,849,挂牌
高新区西永Q（部分）、S、T（部分）、U（部分）组团C分区C11-5-1/02（部分2）号宗地,一类工业用地,8396,≥1.0,630,重庆金凤电子信息产业有限公司,2014年5月29日,630,挂牌
九龙坡区金凤电子信息产业园区组团C分区C11-16-1/02（部分4）号宗地,一类工业用地,4601,≥1.0,338,新武精密机械维修（重庆）有限公司,2014年5月29日,338,挂牌
九龙坡区西永组团C分区C11-7-1/02号宗地,一类工业用地,2423,≥1.0,128,重庆双嘉劲悦仓储有限公司,2014年5月29日,128,挂牌
九龙坡区西永组团Ad分区Ad12-3/01-2号地块,一类工业用地,46548,≥1.0,3492,重庆市京凤机动车检测有限公司,2014年5月29日,3492,挂牌
北部新区B标准分区B18-1/03号宗地,二类居住用地,138734,≤346838,104607,重庆康田雍俊房地产开发有限公司,2014年5月19日,108000,拍卖
北部新区B标准分区B14-7-1/04号宗地,二类居住用地,127762,≤191645,96078,重庆中俊投资有限公司,2014年5月19日,105000,拍卖
北部新区B标准分区B13-5/04、B13-1-1-1/01号宗地,二类居住用地,80758,≤201896,60569,重庆永利置业有限公司,2014年5月19日,60569,挂牌
北部新区B标准分区B10-5/02、B17-2/02号宗地,二类居住用地,127271,≤254542,95454,重庆永利置业有限公司,2014年5月19日,95454,挂牌
北部新区B标准分区B1-1/03、B13-1-1-2/01号宗地,二类居住用地,182390,≤455975,137705,重庆永利置业有限公司,2014年5月19日,137705,挂牌
巴南区巴南组团B分区B5-1/04、B4-1/06号宗地,二类居住用地,83094,≤211797,44478,重庆斌鑫集团有限公司,2014年5月16日,44478,挂牌
北部新区礼嘉组团A标准分区A69-7/05、A69-8/04、A69-11/04、礼嘉组团B标准分区B21-2/04号宗地,一类居住用地、二类居住用地、商业用地,217948,≤550122,106000,深圳华侨城股份有限公司,2014年6月3日,106000,挂牌
南岸区茶园组团B分区52/04、51-1/03、51-5/03地块,二类居住用地、服务设施用地,122286,≤238506,61849,上益投资有限公司,2014年5月29日,拍卖,77500
沙坪坝区沙坪坝组团B标准分区B10-2/01号宗地,二类居住用地、商业用地、商务用地,7825,≤27388,10681,重庆宏信实业有限公司,2014年5月29日,17200,拍卖
巴南区A1-2/01号宗地,加油站用地,11909,按规划要求,5741,重庆市城市建设投资（集团）有限公司,2014-5-29,5741,挂牌
北部新区鸳鸯组团I标准分区I14-3/02（部分）地块,城市轨道交通用地，二类居住用地，商业用地，商务用地,284088,≤830000（不含现状轨道交通设施建筑面积）,219885,重庆市轨道交通（集团）有限公司、重庆盛怀房地产开发,2014年5月29日,219885,挂牌
两江新区鱼嘴组团F标准分区F30-1/02、F31-1/02号地块,二类工业用地,64614,≤2.0,1629,重庆两江新区鱼复工业园建设投资有限公司,2014年5月29日,1629,挂牌
两江新区龙兴组团B标准分区B1-1/01号（部分一）地块,二类工业用地,19111,≥0.7,717,重庆达顶汽车配件有限公司,2014年5月29日,717,挂牌
两江新区龙兴组团B标准分区B1-1/01号（部分二）地块,二类工业用地,20239,≥0.7,668,重庆诺贝尔福基机电有限公司,2014年5月29日,668,挂牌
沙坪坝区西永组团S标准分区S12-1/01（部分）地块,二类工业用地,41693,≥0.7,1602,重庆博泽汽车部件有限公司,2014年5月29日,1602,挂牌
九龙坡区西永Q（部分）、S、T（部分）、U（部分）组团C分区C11-5-1/02（部分1）号宗地,一类工业用地,20952,≥1.0,1572,重庆市行安电子科技有限公司,2014年5月29日,1572,挂牌
巴南区民主工贸园D分区D2-3/03号、D2-6-2/05号宗地,二类居住用地、商业用地、商务用地,103716,≤237712.5,66681,重庆亿尊投资有限公司,2014年5月7日,66681,挂牌
巴南区南彭功能区组团A分区A23-1/01号宗地,物流仓储用地,163581,≤2.0,4712,重庆公路运输（集团）有限公司,2014年5月7日,4712,挂牌
两江新区水土组团B标准分区B78-2/01号宗地,加油站用地,3379,按规划要求,1261,重庆中油两江发展有限公司,2014年5月4日,1261,挂牌
两江新区水土组团A标准分区A29-4/01号宗地,加油加气站用地,3898,按规划要求,1447,重庆中油两江发展有限公司,2014年5月4日,1447,挂牌
两江新区鱼复组团C标准分区C10-5/02号宗地,加油站用地,3360,按规划要求,1443,中国石油天然气股份有限公司重庆销售分公司,2014年5月4日,1443,挂牌
两江新区鱼复组团C标准分区C6-6/01号宗地,加油站用地,2496,按规划要求,936,重庆中油两江发展有限公司,2014年5月4日,936,挂牌
两江新区唐家沱组团G分区G4-1/05号地块,B1B2（商业商务用地）,41901,≤96372.3,35825,重庆市保税港区世隆投资管理有限公司,2014年5月4日,35825,挂牌
南岸区茶园-鹿角组团I分区24-2/03、24-3/03、25-2/03（局部）地块,二类居住,91481,≤164666.74,32934,重庆市金科宸居置业有限公司,2014年5月4日,33200,拍卖
两江新区两路组团A分区A123/02（东北角部分）地块,R2B1B2-商住混合用地（不含B22-艺术传媒产业用地）,13991,≤55964,8955,重庆首成房地产开发有限公司,2014年4月24日,10600,拍卖
两江新区两路组团K分区K11-1/02号地块,一类工业用地兼容一类仓储用地,138978,≤2.0,8735,重庆普庆仓储服务有限公司,2014年4月24日,8735,挂牌
大渡口区大渡口组团N分区N13-4/02号宗地,加气站用地,6752,按规划要求,3818,重庆燃气集团股份有限公司,2014年4月18日,3818,挂牌
南岸区茶园组团W分区W7-3/03、W3-14/03、W3-16/03、W3-18/03、W3-10/03、W3-11/03、W3-12/03地块,二类居住用地、商业用地、商务用地,198299,≤353214.8,151512,重庆市广阳岛开发投资有限公司,2014年4月18日,151512,挂牌
南岸区茶园组团B分区51-2/03、51-3/03地块,商住,84784,≤169568,42392,上益投资有限公司,2014年4月11日,62000,拍卖
巴南区界石组团N分区N02/02、N04/02、N06-1/02、N11-2/02号宗地,二类居住用地,181090,≤452725,90545,重庆远涞投资管理有限公司,2014年4月11日,108000,拍卖
巴南区李家沱组团龙洲湾M分区M3-1/02号宗地,二类居住用地、商业用地,34763,≤69526,15296,重庆斌鑫伟祺置业有限公司,2014年4月11日,15296,挂牌
沙坪坝区西永组团B标准分区B3-2-3/01号宗地,加油加气站用地,3075,按规划要求,1153,重庆东银壳牌石化有限公司,2014年4月11日,1153,挂牌
两江新区两路组团K标准分区K02-1/02地块,一类工业兼容一类物流仓储用地,143827,≤2.0,9062,重庆传云物联网技术有限公司,2014年4月11日,9062,挂牌
沙坪坝区西永组团X分区X28-04/02号宗地（部分二）,物流仓储用地,90836,≤2,7472,重庆轩辉物流有限公司,2014年4月11日,7472,挂牌
沙坪坝区西永组团M标准分区M23-2/01（部分）地块,二类工业用地兼容一类工业用地,21550,≥0.7,830,重庆西域汽车电子检控设备制造有限责任公司,2014年4月8日,830,挂牌
九龙坡区西彭组团R分区R36-01/01号宗地,二类工业用地,34353,≥1.0,2688,重庆市明鑫机械制造有限公司,2014年4月8日,2688,拍卖
九龙坡区西彭组团J标准分区J41-3/01号宗地,二类工业用地,39011,≥0.7,2214,重庆江达铝合金轮圈有限公司,2014年4月8日,2214,挂牌
两江新区两路组团J分区J21-1/04地块,一类工业兼容一类物流仓储用地,41980,≤2.0,6801,喜地山国际控股有限公司,2014年4月8日,6801,挂牌
九龙坡区大杨石组团O分区O-2-7/03号宗地,二类居住用地、商业用地,10470,≤26175,8890,重庆弘扬房地产开发有限公司,2014年3月25日,10000,拍卖
江北区唐家沱组团E分区E25-1/04号宗地,R2/A2(二类居住用地兼容文化设施用地),8178,≤32716,3951,重庆市利百旺房地产开发有限公司,2014年3月25日,3951,拍卖
九龙坡区走马功能区分区18-10/01号（部分1）宗地,一类物流仓储用地、二类物流仓储用地,12964,≤2.0,1314,重庆中帆运输有限公司,2014年3月25日,1314,挂牌
九龙坡区走马功能区分区18-8/01号（部分2）宗地,一类物流仓储用地、二类物流仓储用地,18873,≤2.0,2170,重庆中帆运输有限公司,2014年3月25日,2170,挂牌
九龙坡区走马功能区分区18-10/01号（部分4）宗地,一类物流仓储用地、二类物流仓储用地,13457,≤2.0,1366,重庆中帆运输有限公司,2014年3月25日,1366,挂牌
九龙坡区走马功能区分区18-7/01号宗地,一类物流仓储用地、二类物流仓储用地,71779,≤2.0,6805,重庆走马投资有限公司,2014年3月25日,6805,挂牌
经开区长生组团J分区J4-3/02号局部宗地,二类工业用地,5830,≥0.7,466,重庆跨世纪汽车维修有限公司,2014年3月12日,466,挂牌
巴南区南彭功能区组团A标准分区A4-1/01、A6-4/01、A8-1/01号宗地,物流仓储用地,374553,≤2.0,11240,重庆华南城有限公司,2014年3月12日,11240,挂牌
